time	V(h)	V(vin)
1.007303077095659e-006	3.730465e-001	1.000000e+000
1.017040513223204e-006	3.788266e-001	1.000000e+000
1.032063049337809e-006	3.909335e-001	1.000000e+000
1.049081190793552e-006	4.089389e-001	1.000000e+000
1.068006046896321e-006	4.340737e-001	1.000000e+000
1.089331035067780e-006	4.680974e-001	1.000000e+000
1.116148198847732e-006	5.169808e-001	1.000000e+000
1.137816085574999e-006	5.599269e-001	1.000000e+000
1.151703653017296e-006	5.887457e-001	1.000000e+000
1.164193318165037e-006	6.151117e-001	1.000000e+000
1.176259146498540e-006	6.406234e-001	1.000000e+000
1.188767857238461e-006	6.668710e-001	1.000000e+000
1.202747379348445e-006	6.957516e-001	1.000000e+000
1.216668958783458e-006	7.238411e-001	1.000000e+000
1.231962185234691e-006	7.536770e-001	1.000000e+000
1.252044519721470e-006	7.910511e-001	1.000000e+000
1.280122599963054e-006	8.398097e-001	1.000000e+000
1.328971794007185e-006	9.186136e-001	1.000000e+000
1.356940902904387e-006	9.609543e-001	1.000000e+000
1.378953486310583e-006	9.927465e-001	1.000000e+000
1.401329465090749e-006	1.024347e+000	1.000000e+000
1.423305324808645e-006	1.054921e+000	1.000000e+000
1.447797455961541e-006	1.088519e+000	1.000000e+000
1.474984847905864e-006	1.124879e+000	1.000000e+000
1.526779189228618e-006	1.190727e+000	1.000000e+000
1.583676159551168e-006	1.255866e+000	1.000000e+000
1.655115530862648e-006	1.323977e+000	1.000000e+000
1.725376668791194e-006	1.372648e+000	1.000000e+000
1.831215556461266e-006	1.412449e+000	1.000000e+000
1.961946286911428e-006	1.417094e+000	1.000000e+000
2.094071072418102e-006	1.376180e+000	1.000000e+000
2.209518729317426e-006	1.305082e+000	1.000000e+000
2.324710195031182e-006	1.207724e+000	1.000000e+000
2.449551160292553e-006	1.085336e+000	1.000000e+000
2.562969372529560e-006	9.682562e-001	1.000000e+000
2.668561451980471e-006	8.614807e-001	1.000000e+000
2.774379612640795e-006	7.638354e-001	1.000000e+000
2.890034365053487e-006	6.733561e-001	1.000000e+000
2.997318151309930e-006	6.091710e-001	1.000000e+000
3.112413206291171e-006	5.655721e-001	1.000000e+000
3.242119800553925e-006	5.488206e-001	1.000000e+000
3.406053462147711e-006	5.712751e-001	1.000000e+000
3.593008744969578e-006	6.403828e-001	1.000000e+000
3.736001198991616e-006	7.167168e-001	1.000000e+000
3.844902273334210e-006	7.839738e-001	1.000000e+000
3.954443045926169e-006	8.529535e-001	1.000000e+000
