time	V(h)
6.503058931100156e-003	-1.299884e+000
6.503172323321672e-003	-1.239602e+000
6.503285717961217e-003	-1.150699e+000
6.503414111511415e-003	-1.029283e+000
6.503528315482285e-003	-9.124656e-001
6.503634128651483e-003	-8.040299e-001
6.503740282425103e-003	-7.022953e-001
6.503847782678189e-003	-6.124025e-001
6.503956280618952e-003	-5.398065e-001
6.504066861006821e-003	-4.878156e-001
6.504179294438045e-003	-4.601341e-001
6.504309038438491e-003	-4.600375e-001
6.504472530349604e-003	-4.992222e-001
6.504636275438715e-003	-5.707430e-001
6.504758524359905e-003	-6.402032e-001
6.504866548600667e-003	-7.079244e-001
6.504976613783286e-003	-7.767518e-001
6.505089212884701e-003	-8.419686e-001
6.505208006537482e-003	-9.009466e-001
6.505322202659365e-003	-9.433087e-001
6.505482760440850e-003	-9.762068e-001
6.505672389700045e-003	-9.802337e-001
6.505844445853746e-003	-9.534780e-001
6.506005356669220e-003	-9.070776e-001
6.506134776480896e-003	-8.601682e-001
6.506244796166095e-003	-8.173411e-001
6.506356415911124e-003	-7.749253e-001
6.506469548012220e-003	-7.359417e-001
6.506582433781871e-003	-7.035415e-001
6.506703616032531e-003	-6.788880e-001
6.506873853600797e-003	-6.626870e-001
6.507078340923777e-003	-6.669053e-001
6.507252001205150e-003	-6.881657e-001
6.507377034523820e-003	-7.122710e-001
6.507483963764623e-003	-7.366743e-001
6.507605762783784e-003	-7.656410e-001
6.507716358426429e-003	-7.909740e-001
6.507827940110646e-003	-8.138807e-001
6.507940228336774e-003	-8.326902e-001
6.508070399300177e-003	-8.475049e-001
6.508244472881703e-003	-8.552144e-001
6.508463527230092e-003	-8.492564e-001
6.508624624094303e-003	-8.351637e-001
6.508750022155499e-003	-8.191603e-001
6.508857720332604e-003	-8.035265e-001
6.508968710867922e-003	-7.870643e-001
6.509080745650324e-003	-7.713077e-001
6.509197973656194e-003	-7.567714e-001
6.509311944887926e-003	-7.455897e-001
6.509454005757333e-003	-7.367053e-001
6.509633527485221e-003	-7.330700e-001
6.509823020609597e-003	-7.370536e-001
6.509958140350578e-003	-7.443839e-001
6.510066730346768e-003	-7.526208e-001
6.510174174460845e-003	-7.618886e-001
6.510283104795312e-003	-7.715731e-001
6.510413603717205e-003	-7.826481e-001
6.510538880564691e-003	-7.919356e-001
6.510668526773846e-003	-7.993687e-001
6.510806716012518e-003	-8.041020e-001
6.510996637973981e-003	-8.052058e-001
6.511236444980419e-003	-8.001311e-001
6.511397934632380e-003	-7.933630e-001
6.511517526736250e-003	-7.869248e-001
6.511650497896493e-003	-7.793825e-001
6.511768011648511e-003	-7.730398e-001
6.511894799401593e-003	-7.670422e-001
6.512012946599373e-003	-7.627434e-001
6.512179466517308e-003	-7.590769e-001
6.512353492771261e-003	-7.578995e-001
6.512485990295396e-003	-7.589118e-001
6.512601155683803e-003	-7.610996e-001
6.512723824736518e-003	-7.643496e-001
6.512834931153557e-003	-7.677918e-001
6.512988491241678e-003	-7.727500e-001
6.513155515161992e-003	-7.776880e-001
6.513334206771434e-003	-7.817745e-001
6.513512857813456e-003	-7.840419e-001
6.513717296635007e-003	-7.841272e-001
6.513971294408287e-003	-7.814057e-001
6.514173804270203e-003	-7.776795e-001
6.514353770735329e-003	-7.737949e-001
6.514524360672480e-003	-7.703550e-001
6.514710031041934e-003	-7.674287e-001
6.514885808667562e-003	-7.658323e-001
6.515111099646672e-003	-7.654135e-001
6.515288116469826e-003	-7.662178e-001
6.515478488933425e-003	-7.679722e-001
6.515688258619229e-003	-7.702687e-001
6.515911186966924e-003	-7.724420e-001
6.516162550851856e-003	-7.739310e-001
6.516413373310050e-003	-7.740106e-001
6.516734039141811e-003	-7.724316e-001
6.516979067341285e-003	-7.704523e-001
6.517207507129907e-003	-7.684898e-001
6.517475157071158e-003	-7.667276e-001
6.517742510769391e-003	-7.659317e-001
6.518107429919909e-003	-7.661632e-001
6.518400340088260e-003	-7.669670e-001
6.518703104951404e-003	-7.678072e-001
6.519021311624157e-003	-7.680647e-001
6.519387819909469e-003	-7.674136e-001
6.519740411629129e-003	-7.661347e-001
6.520062637897855e-003	-7.648749e-001
6.520436897818342e-003	-7.638630e-001
6.520833719092636e-003	-7.634730e-001
6.521217166612997e-003	-7.635344e-001
6.521618394180462e-003	-7.635660e-001
6.522058350481175e-003	-7.631334e-001
6.522593471260376e-003	-7.620515e-001
6.523028246663517e-003	-7.611005e-001
6.523583261790098e-003	-7.602392e-001
6.524156263943480e-003	-7.597350e-001
6.524672276901328e-003	-7.592893e-001
6.525320456619800e-003	-7.584110e-001
6.526074739353218e-003	-7.571892e-001
6.526853869002604e-003	-7.561013e-001
6.527638726838020e-003	-7.551978e-001
6.528441244250612e-003	-7.541826e-001
6.529350922146539e-003	-7.528752e-001
6.530295809142109e-003	-7.515912e-001
6.531356215115970e-003	-7.502474e-001
6.532647984248429e-003	-7.485286e-001
6.533989365956444e-003	-7.467155e-001
6.535723015767811e-003	-7.444400e-001
6.537662942703600e-003	-7.418655e-001
6.539644022627961e-003	-7.392290e-001
6.542376359703228e-003	-7.356240e-001
6.546342665952248e-003	-7.303721e-001
6.550364530128397e-003	-7.250605e-001
6.554970481284323e-003	-7.189841e-001
6.560164985198091e-003	-7.121415e-001
6.573647449505696e-003	-6.944462e-001
6.600098390391692e-003	-6.600563e-001
6.630881216689721e-003	-6.205759e-001
6.665060904189721e-003	-5.774078e-001
6.699240591689721e-003	-5.350899e-001
6.733420279189721e-003	-4.937293e-001
6.767599966689721e-003	-4.534055e-001
6.801779654189722e-003	-4.141886e-001
6.835959341689722e-003	-3.761399e-001
6.870139029189722e-003	-3.393120e-001
6.904318716689722e-003	-3.037499e-001
6.938498404189722e-003	-2.694231e-001
6.965820312500000e-003	-2.427348e-001
6.968820312500000e-003	-2.398711e-001
6.972016641270416e-003	-2.368524e-001
6.982033120334296e-003	-2.274623e-001
6.990557418599801e-003	-2.195316e-001
6.991557418599801e-003	-2.186110e-001
6.993557418599802e-003	-2.167757e-001
6.996000000000000e-003	-2.145279e-001
6.997000000000000e-003	-2.136163e-001
6.998000000000000e-003	-2.127030e-001
6.999000000000000e-003	-2.117835e-001
7.000000000000000e-003	-2.108702e-001
7.000002202088241e-003	-2.088040e-001
7.000006606264724e-003	-2.048778e-001
7.000011427094301e-003	-2.009411e-001
7.000016018667971e-003	-1.976138e-001
7.000022036629720e-003	-1.938502e-001
7.000029440596994e-003	-1.900607e-001
7.000039242387981e-003	-1.863759e-001
7.000051229437613e-003	-1.838098e-001
7.000066856788057e-003	-1.834182e-001
7.000086684298462e-003	-1.871348e-001
7.000115022929456e-003	-1.980520e-001
7.000140790795417e-003	-2.116321e-001
7.000160508923210e-003	-2.234591e-001
7.000177917310071e-003	-2.339922e-001
7.000195557723400e-003	-2.439825e-001
7.000214380370877e-003	-2.531727e-001
7.000242071490064e-003	-2.634474e-001
7.000275563345248e-003	-2.705116e-001
7.000325722324493e-003	-2.724110e-001
7.000379873894276e-003	-2.670496e-001
7.000429977561563e-003	-2.577478e-001
7.000485084538213e-003	-2.445878e-001
7.000546751703159e-003	-2.252138e-001
7.000627286279727e-003	-1.885706e-001
7.000722283983444e-003	-1.265757e-001
7.000815757774231e-003	-4.702826e-002
7.000876732795267e-003	1.331435e-002
7.000885952933900e-003	2.343119e-002
7.000896490235196e-003	3.524458e-002
7.000917564837787e-003	5.954120e-002
7.000959714042968e-003	1.100548e-001
7.001000000000000e-003	1.599932e-001
7.001004028595704e-003	1.616327e-001
7.001012085787110e-003	1.658855e-001
7.001028200169923e-003	1.774803e-001
7.001041883337659e-003	1.906335e-001
7.001060109953690e-003	2.129606e-001
7.001079202845592e-003	2.413484e-001
7.001105415303939e-003	2.871450e-001
7.001137060960759e-003	3.485228e-001
7.001152312857603e-003	3.799149e-001
7.001164002719209e-003	4.046065e-001
7.001175620771639e-003	4.292014e-001
7.001188115581593e-003	4.554633e-001
7.001202045103020e-003	4.843040e-001
7.001215957305833e-003	5.124504e-001
7.001231124521549e-003	5.421393e-001
7.001250852246308e-003	5.790094e-001
7.001278252446369e-003	6.268747e-001
7.001324598765664e-003	7.021920e-001
7.001351568160000e-003	7.433120e-001
7.001374513004973e-003	7.766485e-001
7.001397498980896e-003	8.092493e-001
7.001419559486403e-003	8.400322e-001
7.001445045485643e-003	8.750924e-001
7.001470995123207e-003	9.099869e-001
7.001517936025672e-003	9.702764e-001
7.001574938733508e-003	1.036834e+000
7.001645022905040e-003	1.105942e+000
7.001714312380662e-003	1.156910e+000
7.001812349478318e-003	1.198734e+000
7.001941087768403e-003	1.210936e+000
7.002066500292285e-003	1.180373e+000
7.002179887525461e-003	1.117514e+000
7.002293162063843e-003	1.027008e+000
7.002428334612038e-003	8.978469e-001
7.002547346784648e-003	7.758642e-001
7.002653753192461e-003	6.676541e-001
7.002760692891392e-003	5.671784e-001
7.002868193324963e-003	4.802942e-001
7.002976111504946e-003	4.124933e-001
7.003099596623772e-003	3.606277e-001
7.003210760935549e-003	3.403284e-001
7.003356501838531e-003	3.506568e-001
7.003521143516300e-003	4.003257e-001
7.003675646287420e-003	4.750891e-001
7.003795703263366e-003	5.462902e-001
7.003904525034491e-003	6.150154e-001
7.004014865910573e-003	6.828076e-001
7.004129573112948e-003	7.466233e-001
7.004241700955870e-003	7.983918e-001
7.004364981988999e-003	8.384154e-001
7.004535397430420e-003	8.646260e-001
7.004717972208896e-003	8.593534e-001
7.004884617235053e-003	8.266824e-001
7.005044793467439e-003	7.766048e-001
7.005162480738720e-003	7.326897e-001
7.005271785883872e-003	6.900252e-001
7.005382210055195e-003	6.487376e-001
7.005494890980922e-003	6.111788e-001
7.005608310291515e-003	5.806011e-001
7.005741800792256e-003	5.565786e-001
7.005918122639494e-003	5.447586e-001
7.006128133737292e-003	5.551534e-001
7.006302229187470e-003	5.806133e-001
7.006430175567083e-003	6.072825e-001
7.006538171986223e-003	6.326424e-001
7.006649678419801e-003	6.590236e-001
7.006761800024620e-003	6.837308e-001
7.006886188085905e-003	7.073519e-001
7.007000153487576e-003	7.236410e-001
7.007158978423018e-003	7.364358e-001
7.007344669777818e-003	7.383128e-001
7.007532157889163e-003	7.276416e-001
7.007676734728364e-003	7.121310e-001
7.007795174570087e-003	6.959348e-001
7.007904225725168e-003	6.798266e-001
7.008022961771508e-003	6.625034e-001
7.008136553075288e-003	6.472961e-001
7.008250594573624e-003	6.343616e-001
7.008365511973165e-003	6.247920e-001
7.008530382293291e-003	6.175580e-001
7.008725558312651e-003	6.173387e-001
7.008892062126482e-003	6.237180e-001
7.009027204972530e-003	6.327883e-001
7.009143993585628e-003	6.424757e-001
7.009253916571250e-003	6.522244e-001
7.009381798463889e-003	6.633035e-001
7.009505185824659e-003	6.728784e-001
7.009633904153260e-003	6.809265e-001
7.009764547263099e-003	6.862896e-001
7.009943649871844e-003	6.887942e-001
7.010161749820676e-003	6.859811e-001
7.010319878978599e-003	6.804005e-001
7.010443483073094e-003	6.742272e-001
7.010568716207493e-003	6.672363e-001
7.010719009749531e-003	6.589177e-001
7.010861950835353e-003	6.518865e-001
7.011015056495660e-003	6.460493e-001
7.011168420848017e-003	6.425068e-001
7.011347787636485e-003	6.415315e-001
7.011563232900707e-003	6.438698e-001
7.011721956039741e-003	6.475846e-001
7.011872580411287e-003	6.522039e-001
7.012051112678083e-003	6.578817e-001
7.012216128648607e-003	6.624835e-001
7.012398124639822e-003	6.661112e-001
7.012577371933227e-003	6.677050e-001
7.012797240674621e-003	6.670795e-001
7.012992384780382e-003	6.645929e-001
7.013169839761366e-003	6.611511e-001
7.013356199624251e-003	6.571362e-001
7.013561392887019e-003	6.531215e-001
7.013764509958690e-003	6.502588e-001
7.013984381986118e-003	6.488859e-001
7.014236185098480e-003	6.492743e-001
7.014429304501087e-003	6.507378e-001
7.014626331123415e-003	6.528584e-001
7.014855929581666e-003	6.552593e-001
7.015098779264233e-003	6.570249e-001
7.015348559417801e-003	6.575196e-001
7.015638874837030e-003	6.565197e-001
7.015872756955332e-003	6.548034e-001
7.016112635042943e-003	6.527109e-001
7.016410033609077e-003	6.505182e-001
7.016685918939836e-003	6.494136e-001
7.017021476554754e-003	6.493658e-001
7.017334310370770e-003	6.501389e-001
7.017638821812223e-003	6.510327e-001
7.017987467494202e-003	6.514816e-001
7.018326558868645e-003	6.510044e-001
7.018790181972748e-003	6.494144e-001
7.019231986927062e-003	6.478460e-001
7.019631096169300e-003	6.470215e-001
7.020072299917825e-003	6.468717e-001
7.020459201121691e-003	6.469809e-001
7.020903264319867e-003	6.468098e-001
7.021386635896933e-003	6.460381e-001
7.021941551582904e-003	6.448259e-001
7.022555674671407e-003	6.437551e-001
7.023125016085085e-003	6.432008e-001
7.023733831146645e-003	6.426980e-001
7.024450729118422e-003	6.417581e-001
7.025168799439089e-003	6.405987e-001
7.025936534736651e-003	6.395323e-001
7.026794573898191e-003	6.385590e-001
7.027662145256007e-003	6.374655e-001
7.028721744166221e-003	6.359699e-001
7.029817853531076e-003	6.345291e-001
7.031089734218444e-003	6.329231e-001
7.032711303385513e-003	6.307688e-001
7.034358096711672e-003	6.286047e-001
7.036339447920636e-003	6.260391e-001
7.039146788829577e-003	6.223550e-001
7.041976201024707e-003	6.186669e-001
7.045387969989891e-003	6.142216e-001
7.049446896379158e-003	6.089334e-001
7.063361919067952e-003	5.908973e-001
7.109079217567718e-003	5.325125e-001
7.139501465395833e-003	4.944782e-001
7.173681152895833e-003	4.525520e-001
7.207860840395833e-003	4.115983e-001
7.242040527895833e-003	3.717253e-001
7.276220215395833e-003	3.330075e-001
7.310399902895833e-003	2.955106e-001
7.344579590395833e-003	2.592908e-001
7.378759277895833e-003	2.243966e-001
7.412938965395834e-003	1.908678e-001
7.447118652895834e-003	1.585858e-001
7.466820312500000e-003	1.404916e-001
7.467820312500000e-003	1.396009e-001
7.469820312500000e-003	1.378319e-001
7.477658554645864e-003	1.308802e-001
7.484794400599078e-003	1.246248e-001
7.492438409792188e-003	1.179849e-001
7.493438409792188e-003	1.171146e-001
7.495438409792188e-003	1.153827e-001
7.496999999999999e-003	1.140507e-001
7.497876819584378e-003	1.132961e-001
7.499246360831242e-003	1.121134e-001
7.500000000000000e-003	1.114739e-001
7.501000000000000e-003	1.106305e-001
7.501002201839951e-003	1.085646e-001
7.501006605519852e-003	1.046384e-001
7.501011404153289e-003	1.007189e-001
7.501015995869431e-003	9.738968e-002
7.501021982498582e-003	9.364177e-002
7.501029379817439e-003	8.984907e-002
7.501039143704996e-003	8.616688e-002
7.501051116960640e-003	8.358590e-002
7.501066689549914e-003	8.316807e-002
7.501086478496300e-003	8.683800e-002
7.501114672725827e-003	9.764636e-002
7.501140392883580e-003	1.111707e-001
7.501160311439830e-003	1.231095e-001
7.501177746122312e-003	1.336614e-001
7.501195415422830e-003	1.436782e-001
7.501214152100940e-003	1.528425e-001
7.501241829341991e-003	1.631460e-001
7.501275209729990e-003	1.702375e-001
7.501325260013271e-003	1.725778e-001
7.501366916292601e-003	1.690219e-001
7.501411632601446e-003	1.613365e-001
7.501460779973481e-003	1.505776e-001
7.501520516463816e-003	1.334528e-001
7.501612911211354e-003	9.534483e-002
7.501703311258111e-003	4.052342e-002
7.501799053910116e-003	-3.736944e-002
7.501862264095893e-003	-9.817453e-002
7.501873579628445e-003	-1.101348e-001
7.501896210693549e-003	-1.354365e-001
7.501941472823756e-003	-1.885432e-001
7.502000000000000e-003	-2.601601e-001
7.502005852717625e-003	-2.628270e-001
7.502017558152874e-003	-2.701115e-001
7.502040969023372e-003	-2.904398e-001
7.502056901997456e-003	-3.088819e-001
7.502077709706930e-003	-3.389523e-001
7.502097508351118e-003	-3.719014e-001
7.502112440957066e-003	-3.993523e-001
7.502124228133763e-003	-4.223927e-001
7.502134315894356e-003	-4.428259e-001
7.502143452648309e-003	-4.617392e-001
7.502152763856073e-003	-4.812709e-001
7.502162066161605e-003	-5.009177e-001
7.502174805045979e-003	-5.278313e-001
7.502188733999745e-003	-5.570468e-001
7.502202352154748e-003	-5.851698e-001
7.502216670176837e-003	-6.140523e-001
7.502231511551607e-003	-6.430084e-001
7.502251952556006e-003	-6.810712e-001
7.502279568194148e-003	-7.290837e-001
7.502328718239081e-003	-8.082010e-001
7.502365681462658e-003	-8.638889e-001
7.502389449343958e-003	-8.980312e-001
7.502410517181399e-003	-9.275925e-001
7.502433854043800e-003	-9.598826e-001
7.502456968631592e-003	-9.913653e-001
7.502490123955630e-003	-1.034898e+000
7.502556434603707e-003	-1.115659e+000
7.502623007106110e-003	-1.185780e+000
7.502695199365874e-003	-1.244847e+000
7.502777089455218e-003	-1.285841e+000
7.502930850939272e-003	-1.308064e+000
7.503069287914997e-003	-1.278937e+000
7.503180997712658e-003	-1.217829e+000
7.503292584669876e-003	-1.128706e+000
7.503424040860213e-003	-1.003216e+000
7.503540709490495e-003	-8.835765e-001
7.503646425643684e-003	-7.756516e-001
7.503752447035944e-003	-6.751259e-001
7.503860079099228e-003	-5.867852e-001
7.503968614019378e-003	-5.162863e-001
7.504079363478894e-003	-4.666670e-001
7.504191706496270e-003	-4.418358e-001
7.504326262181814e-003	-4.452890e-001
7.504491266246981e-003	-4.885279e-001
7.504647666964452e-003	-5.593435e-001
7.504765799695353e-003	-6.274552e-001
7.504873803131935e-003	-6.953850e-001
7.504983773380599e-003	-7.640061e-001
7.505096865324044e-003	-8.291612e-001
7.505212353234083e-003	-8.859913e-001
7.505326914576925e-003	-9.278855e-001
7.505488497457733e-003	-9.600071e-001
7.505680611581135e-003	-9.627516e-001
7.505852966358763e-003	-9.348198e-001
7.506013521296704e-003	-8.877341e-001
7.506140918090875e-003	-8.412316e-001
7.506250849988347e-003	-7.983718e-001
7.506362282753466e-003	-7.561390e-001
7.506476499276328e-003	-7.170407e-001
7.506589424299714e-003	-6.850771e-001
7.506713958629232e-003	-6.604461e-001
7.506885327117422e-003	-6.453323e-001
7.507091458910650e-003	-6.509883e-001
7.507260919200475e-003	-6.725974e-001
7.507383539448139e-003	-6.966201e-001
7.507490489846122e-003	-7.211589e-001
7.507609360674842e-003	-7.494491e-001
7.507720410289877e-003	-7.748367e-001
7.507832340694503e-003	-7.977068e-001
7.507945018551182e-003	-8.163988e-001
7.508076991470211e-003	-8.311166e-001
7.508252146109506e-003	-8.383530e-001
7.508474206313393e-003	-8.316019e-001
7.508635424973494e-003	-8.170657e-001
7.508759551703632e-003	-8.009962e-001
7.508867364161866e-003	-7.852582e-001
7.508978795744577e-003	-7.687430e-001
7.509091118066837e-003	-7.530506e-001
7.509208659486343e-003	-7.386717e-001
7.509322850172363e-003	-7.277622e-001
7.509469432842177e-003	-7.190959e-001
7.509651431261466e-003	-7.159952e-001
7.509829767602168e-003	-7.201865e-001
7.509960368253702e-003	-7.274585e-001
7.510068502366436e-003	-7.357028e-001
7.510176190662451e-003	-7.450014e-001
7.510285346662329e-003	-7.547048e-001
7.510415825150442e-003	-7.657638e-001
7.510541239711634e-003	-7.750358e-001
7.510670834806197e-003	-7.824246e-001
7.510809890762717e-003	-7.871289e-001
7.511000225467216e-003	-7.881351e-001
7.511241843770517e-003	-7.828904e-001
7.511403464356010e-003	-7.760456e-001
7.511523434151386e-003	-7.695552e-001
7.511656865966687e-003	-7.619805e-001
7.511774555022745e-003	-7.556419e-001
7.511898975155236e-003	-7.497869e-001
7.512017263526431e-003	-7.455261e-001
7.512185927614613e-003	-7.418905e-001
7.512361188179176e-003	-7.407982e-001
7.512493052064013e-003	-7.418758e-001
7.512607872478535e-003	-7.441022e-001
7.512727524682385e-003	-7.472992e-001
7.512838645985003e-003	-7.507520e-001
7.512992502061936e-003	-7.557139e-001
7.513160483017940e-003	-7.606585e-001
7.513338653166893e-003	-7.646924e-001
7.513518024694394e-003	-7.669160e-001
7.513722609678404e-003	-7.669334e-001
7.513979399568327e-003	-7.641003e-001
7.514183755907324e-003	-7.602965e-001
7.514363233506010e-003	-7.564107e-001
7.514533304304500e-003	-7.529950e-001
7.514718107652536e-003	-7.501174e-001
7.514894455123323e-003	-7.485651e-001
7.515124260939229e-003	-7.482204e-001
7.515308068448254e-003	-7.491221e-001
7.515502433637780e-003	-7.509591e-001
7.515712772365866e-003	-7.532579e-001
7.515938788843461e-003	-7.553903e-001
7.516187929257681e-003	-7.567257e-001
7.516444054524501e-003	-7.566388e-001
7.516773321704176e-003	-7.548404e-001
7.517025099650938e-003	-7.527469e-001
7.517257176364193e-003	-7.507890e-001
7.517521236501990e-003	-7.491821e-001
7.517799437620094e-003	-7.485062e-001
7.518137445911051e-003	-7.488482e-001
7.518428486759197e-003	-7.496734e-001
7.518756841268980e-003	-7.505112e-001
7.519068521043250e-003	-7.506322e-001
7.519454028454236e-003	-7.497902e-001
7.519781046555895e-003	-7.485397e-001
7.520098949670642e-003	-7.472953e-001
7.520468044227163e-003	-7.463487e-001
7.520890373855367e-003	-7.459858e-001
7.521259218083244e-003	-7.460460e-001
7.521661929078240e-003	-7.460331e-001
7.522102018013419e-003	-7.455284e-001
7.522656311091735e-003	-7.443511e-001
7.523118523197741e-003	-7.433463e-001
7.523658013024004e-003	-7.425507e-001
7.524277506102528e-003	-7.420039e-001
7.524852115535489e-003	-7.414274e-001
7.525488061217410e-003	-7.404667e-001
7.526155995634118e-003	-7.393444e-001
7.526911446425850e-003	-7.382887e-001
7.527749646706945e-003	-7.372816e-001
7.528668591169442e-003	-7.360405e-001
7.529614331966222e-003	-7.346521e-001
7.530741717242838e-003	-7.331138e-001
7.531896754899620e-003	-7.315828e-001
7.533339271807027e-003	-7.295734e-001
7.534854711657333e-003	-7.274880e-001
7.536414246671268e-003	-7.253774e-001
7.538805978280708e-003	-7.220890e-001
7.541233661157833e-003	-7.187728e-001
7.543745730022483e-003	-7.153465e-001
7.552159078322804e-003	-7.038689e-001
7.572988509403511e-003	-6.756049e-001
7.615986218585409e-003	-6.177172e-001
7.658983927767308e-003	-5.614472e-001
7.701981636949206e-003	-5.067950e-001
7.744979346131104e-003	-4.537604e-001
7.787977055313002e-003	-4.023435e-001
7.830974764494901e-003	-3.525443e-001
7.873972473676799e-003	-3.043628e-001
7.908152161176799e-003	-2.678696e-001
7.942331848676799e-003	-2.326167e-001
7.965820312500000e-003	-2.090298e-001
7.968820312499998e-003	-2.060910e-001
7.972085878488458e-003	-2.029049e-001
7.982219271956050e-003	-1.931195e-001
7.989623137120606e-003	-1.860306e-001
7.992623137120604e-003	-1.831738e-001
7.996000000000003e-003	-1.799805e-001
7.997000000000002e-003	-1.790327e-001
7.998000000000002e-003	-1.780917e-001
7.999000000000001e-003	-1.771557e-001
8.000000000000000e-003	-1.762125e-001
8.000002202069189e-003	-1.741462e-001
8.000006606207566e-003	-1.702197e-001
8.000011426889424e-003	-1.662829e-001
8.000016018449345e-003	-1.629553e-001
8.000022034260925e-003	-1.591925e-001
8.000029437497927e-003	-1.554026e-001
8.000039236974562e-003	-1.517175e-001
8.000051223073457e-003	-1.491498e-001
8.000066847206980e-003	-1.487558e-001
8.000086672344949e-003	-1.524684e-001
8.000115002670703e-003	-1.633776e-001
8.000140767707149e-003	-1.769528e-001
8.000160500162763e-003	-1.887867e-001
8.000177910573674e-003	-1.993201e-001
8.000195553159541e-003	-2.093110e-001
8.000214372494027e-003	-2.184990e-001
8.000242063940862e-003	-2.287734e-001
8.000275551488509e-003	-2.358366e-001
8.000325707455125e-003	-2.377642e-001
8.000378843190268e-003	-2.324625e-001
8.000434863470128e-003	-2.219828e-001
8.000486769830378e-003	-2.094219e-001
8.000552399806318e-003	-1.884796e-001
8.000629455217562e-003	-1.528653e-001
8.000725574895140e-003	-8.934800e-002
8.000818240786077e-003	-1.004935e-002
8.000876768386853e-003	4.817537e-002
8.000882944798447e-003	5.481863e-002
8.000895297621635e-003	6.863832e-002
8.000920003268011e-003	9.701305e-002
8.000950588707248e-003	1.335716e-001
8.000999999999999e-003	1.946905e-001
8.001004941129274e-003	1.968241e-001
8.001014823387824e-003	2.025170e-001
8.001034587904925e-003	2.181621e-001
8.001048411515308e-003	2.326912e-001
8.001066948756219e-003	2.572159e-001
8.001086584926405e-003	2.882490e-001
8.001116147980754e-003	3.418795e-001
8.001139220889342e-003	3.875189e-001
8.001153149558689e-003	4.164531e-001
8.001165340264193e-003	4.422104e-001
8.001177190449859e-003	4.672696e-001
8.001189842794585e-003	4.938086e-001
8.001203756054785e-003	5.225278e-001
8.001217818117743e-003	5.508641e-001
8.001233078882146e-003	5.805767e-001
8.001253786454670e-003	6.189994e-001
8.001282378782317e-003	6.684081e-001
8.001334159877900e-003	7.514076e-001
8.001362671717215e-003	7.942971e-001
8.001384392426448e-003	8.254957e-001
8.001406255053691e-003	8.562473e-001
8.001428940841479e-003	8.877159e-001
8.001451453807184e-003	9.185044e-001
8.001480371890569e-003	9.569209e-001
8.001538208057336e-003	1.029223e+000
8.001602217360293e-003	1.100162e+000
8.001671866467565e-003	1.162584e+000
8.001748153302324e-003	1.209556e+000
8.001865000130467e-003	1.243703e+000
8.001994536513202e-003	1.238509e+000
8.002106760671670e-003	1.196305e+000
8.002230191672018e-003	1.114467e+000
8.002345094067805e-003	1.014332e+000
8.002481108502142e-003	8.789291e-001
8.002594384831314e-003	7.624912e-001
8.002711125646137e-003	6.478235e-001
8.002828818192701e-003	5.457151e-001
8.002941479227735e-003	4.667832e-001
8.003053266568897e-003	4.109766e-001
8.003166234553182e-003	3.797283e-001
8.003289711109201e-003	3.757432e-001
8.003451243669279e-003	4.106934e-001
8.003636302220767e-003	4.892493e-001
8.003772746278464e-003	5.663056e-001
8.003881597139818e-003	6.345595e-001
8.003998628717047e-003	7.072672e-001
8.004109987731736e-003	7.707043e-001
8.004223147767844e-003	8.253113e-001
8.004337073240700e-003	8.655728e-001
8.004503621582759e-003	8.962112e-001
8.004698888986275e-003	8.959212e-001
8.004870364741703e-003	8.656502e-001
8.005030369282030e-003	8.171368e-001
8.005153385454522e-003	7.716580e-001
8.005263113227636e-003	7.288055e-001
8.005374139412151e-003	6.870895e-001
8.005496053388742e-003	6.461651e-001
8.005608800045888e-003	6.155869e-001
8.005743613786779e-003	5.911982e-001
8.005916927011783e-003	5.794263e-001
8.006128886028545e-003	5.898405e-001
8.006304903482595e-003	6.155544e-001
8.006433072113140e-003	6.423156e-001
8.006541021757940e-003	6.677105e-001
8.006652585666036e-003	6.941339e-001
8.006764742092967e-003	7.188613e-001
8.006888610207914e-003	7.423806e-001
8.007002638181035e-003	7.586614e-001
8.007161666633195e-003	7.714261e-001
8.007347731286594e-003	7.732390e-001
8.007534497001794e-003	7.625418e-001
8.007678749516774e-003	7.470217e-001
8.007797143606931e-003	7.308066e-001
8.007906209269455e-003	7.146772e-001
8.008024815934057e-003	6.973554e-001
8.008138428611410e-003	6.821320e-001
8.008252447069826e-003	6.691910e-001
8.008367385796762e-003	6.596166e-001
8.008532343483860e-003	6.523855e-001
8.008727606245920e-003	6.521841e-001
8.008893912312199e-003	6.585772e-001
8.009028967985580e-003	6.676613e-001
8.009145744127108e-003	6.773647e-001
8.009255672022559e-003	6.871298e-001
8.009383474987471e-003	6.982201e-001
8.009506830696388e-003	7.078090e-001
8.009635470415340e-003	7.158678e-001
8.009766073233126e-003	7.212428e-001
8.009945105961508e-003	7.237604e-001
8.010163139233353e-003	7.209581e-001
8.010321255414142e-003	7.153798e-001
8.010444892503708e-003	7.092026e-001
8.010570015670801e-003	7.022132e-001
8.010720290842800e-003	6.938881e-001
8.010863281216130e-003	6.868460e-001
8.011016252116985e-003	6.810049e-001
8.011169562153199e-003	6.774555e-001
8.011348714197560e-003	6.764756e-001
8.011564535249753e-003	6.788179e-001
8.011723274869912e-003	6.825378e-001
8.011873793706183e-003	6.871628e-001
8.012052291892474e-003	6.928530e-001
8.012217176245550e-003	6.974652e-001
